SDSS,RA,DEC,z,u,e_u,g,e_g,r,e_r,i,e_i,z_psf,e_z,A_u,logNH,F20cm,SN_F20cm,sep_FIRST,fR0,fR1,logX,SN_X,sep_X,J,e_J,H,e_H,K,e_K,sep_2MASS,M_i,D_gi,Morph,S,mode,utf,Tflag,Lz,Hz,fR,fX,fS,f*,fG,run,MJD_img,MJD_spec,plate,fiber,rerun,camcol,field,obj,Tflag_T,LzT,HzT,fRT,fXT,fST,f*T,fGT,u_PSF,e_u_PSF,g_PSF,e_g_PSF,r_PSF,e_r_PSF,i_PSF,e_i_PSF,z_PSF,e_z_PSF,72,73,74,75,76,77,g_minus_r,classification
001018.27+143338.8,2.576147,14.560783,0.9011,19.229,0.038,19.137,0.021,19.072,0.027,19.172,0.023,19.088,0.049,0.331,20.648,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.434,-0.168,0,1,1,1,1048578,1,0,0,0,1,0,0,1739,51814,52251,752,272,40,2,319,74,1048578,1,0,0,0,1,0,0,19.261,0.032,19.158,0.013,19.076,0.023,19.183,0.018,19.094,0.048,211893599963447296,,,,,,0.06500000000000128,quasar
001024.22+153331.3,2.600918,15.558711,0.7285,17.664,0.017,17.422,0.013,17.347,0.018,17.294,0.017,17.216,0.024,0.366,20.628,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,16.501,0.105,15.658,0.101,14.902,0.131,0.132,-25.81,0.071,0,1,1,1,2,1,0,0,0,0,0,0,2566,52170,52251,752,398,40,5,325,83,2,1,0,0,0,0,0,0,17.641,0.011,17.412,0.008,17.368,0.009,17.328,0.009,17.215,0.012,211893600491929600,,,,,,0.07499999999999929,quasar
001055.00+155511.3,2.729208,15.919815,0.3094,19.266,0.029,19.058,0.022,18.794,0.017,18.777,0.017,18.085,0.033,0.311,20.622,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.236,-0.058,0,1,1,1,1048579,1,1,0,0,1,0,0,2566,52170,52251,752,330,40,6,326,105,1048579,1,1,0,0,1,0,0,19.231,0.027,19.068,0.021,18.809,0.012,18.742,0.015,18.061,0.04,211893600206716928,,,,,,0.26399999999999935,quasar
001100.31+134812.2,2.751318,13.803389,0.686,19.306,0.028,18.959,0.019,18.795,0.014,18.678,0.017,18.591,0.033,0.327,20.676,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.264,0.203,0,1,1,1,1048578,1,0,0,0,1,0,0,2566,52170,52251,752,300,40,1,326,50,1048578,1,0,0,0,1,0,0,19.26,0.023,18.962,0.009,18.822,0.016,18.675,0.012,18.565,0.031,211893600080887808,,,,,,0.16399999999999793,quasar
001108.78+154052.4,2.786623,15.681231,0.3806,19.442,0.029,19.283,0.018,19.086,0.026,18.948,0.021,18.533,0.033,0.353,20.627,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.577,-0.018,1,1,1,1,2,1,0,0,0,0,0,0,1739,51814,52251,752,323,40,5,320,126,2,1,0,0,0,0,0,0,19.492,0.028,19.309,0.02,19.105,0.026,18.967,0.019,18.505,0.031,211893600177356800,,,,,,0.19700000000000273,quasar
001111.13+151034.8,2.796392,15.176354,1.7316,19.319,0.029,19.106,0.015,19.116,0.014,18.866,0.019,18.841,0.046,0.331,20.636,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.296,-0.096,0,1,1,1,1048578,1,0,0,0,1,0,0,2566,52170,52251,751,632,40,4,327,13,1048578,1,0,0,0,1,0,0,19.335,0.027,19.089,0.018,19.116,0.015,18.882,0.016,18.854,0.046,211612126496686080,,,,,,-0.00999999999999801,quasar
001115.23+144601.8,2.813487,14.767168,4.9672,24.1,0.827,22.091,0.074,19.624,0.021,18.293,0.014,18.113,0.025,0.272,20.643,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.175,-1.094,0,1,1,1,8388609,0,1,0,0,1,0,0,2566,52170,52251,751,39,40,3,327,266,8388609,0,1,0,0,1,0,0,24.385,0.941,22.071,0.073,19.642,0.018,18.271,0.013,18.14,0.022,211612124009463808,,,,,,2.4670000000000023,non-quasar
001128.82+151702.1,2.870084,15.283941,1.363,20.12,0.045,19.81,0.023,19.407,0.019,19.224,0.024,19.243,0.064,0.332,20.634,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.376,0.224,0,1,1,1,2,1,0,0,0,0,0,0,1739,51814,52251,752,432,40,4,321,172,2,1,0,0,0,0,0,0,20.098,0.045,19.815,0.019,19.398,0.022,19.23,0.022,19.247,0.062,211893600634535936,,,,,,0.4029999999999987,quasar
001134.52+155137.4,2.893868,15.860399,4.325,25.2,0.959,22.888,0.154,20.867,0.04,20.095,0.036,19.867,0.099,0.359,20.624,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.116,0.316,0,1,1,1,0,0,0,0,0,0,0,0,2566,52170,52251,752,378,40,6,327,523,1,0,1,0,0,0,0,0,25.113,1.021,22.986,0.164,20.894,0.037,20.09,0.034,19.836,0.097,211893600408043520,,,,,,2.021000000000001,non-quasar
001142.79+152216.2,2.928309,15.371194,1.8862,19.815,0.038,19.538,0.022,19.211,0.018,18.705,0.021,18.507,0.038,0.315,20.633,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.648,0.499,0,1,1,1,1048579,1,1,0,0,1,0,0,1739,51814,52251,752,438,40,4,321,108,1048579,1,1,0,0,1,0,0,19.845,0.04,19.538,0.018,19.193,0.021,18.69,0.02,18.518,0.035,211893600659701760,,,,,,0.32700000000000173,quasar
001147.67+151846.7,2.948658,15.31298,1.3316,19.327,0.03,19.268,0.021,18.995,0.018,18.988,0.022,19.128,0.059,0.323,20.634,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.553,-0.077,0,1,1,1,2,1,0,0,0,0,0,0,1739,51814,52251,752,431,40,4,321,118,2,1,0,0,0,0,0,0,19.311,0.031,19.277,0.017,18.989,0.02,18.998,0.021,19.152,0.058,211893600630341632,,,,,,0.2729999999999997,quasar
001205.03+144122.2,3.020969,14.689518,2.5216,19.735,0.035,19.169,0.018,19.054,0.019,19.023,0.016,18.876,0.043,0.268,20.644,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.973,0.092,0,1,1,1,2,1,0,0,0,0,0,0,2566,52170,52251,752,240,40,3,328,52,2,1,0,0,0,0,0,0,19.73,0.032,19.165,0.018,19.046,0.019,19.039,0.021,18.869,0.039,211893599829229568,,,,,,0.11500000000000199,quasar
001240.57+135236.7,3.169048,13.876869,3.1868,22.982,0.392,19.713,0.025,19.649,0.022,19.584,0.025,19.459,0.061,0.278,20.671,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.935,-0.283,0,1,1,1,34603009,0,1,0,0,1,0,0,2566,52170,52251,752,220,40,1,329,176,34603009,0,1,0,0,1,0,0,23.213,0.477,19.733,0.014,19.68,0.016,19.567,0.023,19.419,0.061,211893599745343488,,,,,,0.06400000000000006,quasar
001244.62+141112.9,3.18595,14.186942,1.7056,19.493,0.033,19.278,0.018,19.204,0.018,18.893,0.016,18.881,0.041,0.238,20.655,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.196,0.077,0,1,1,1,1048579,1,1,0,0,1,0,0,2566,52170,52251,752,217,40,2,329,46,1048579,1,1,0,0,1,0,0,19.505,0.032,19.275,0.012,19.227,0.017,18.901,0.011,18.902,0.043,211893599732760576,,,,,,0.07399999999999807,quasar
001303.35+143745.3,3.263984,14.629263,1.395,19.563,0.03,18.977,0.023,18.649,0.017,18.626,0.018,18.589,0.038,0.257,20.645,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.998,0.019,0,1,1,1,2,1,0,0,0,0,0,0,2566,52170,52251,752,197,40,3,330,14,2,1,0,0,0,0,0,0,19.545,0.026,18.98,0.011,18.658,0.011,18.645,0.017,18.586,0.034,211893599648874496,,,,,,0.3279999999999994,quasar
001314.02+140138.7,3.308447,14.027443,2.2099,19.48,0.029,19.062,0.022,18.939,0.017,18.777,0.024,18.564,0.039,0.267,20.662,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.92,0.142,0,1,1,1,1048578,1,0,0,0,1,0,0,1904,51878,52251,752,202,42,1,172,18,1048578,1,0,0,0,1,0,0,19.445,0.025,19.08,0.022,18.959,0.014,18.79,0.017,18.53,0.03,211893599669846016,,,,,,0.12300000000000111,quasar
001318.06+154417.4,3.325281,15.73818,1.271,19.873,0.037,19.599,0.019,19.292,0.016,19.173,0.021,19.184,0.051,0.427,20.629,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.299,0.034,0,1,1,1,1048578,1,0,0,0,1,0,0,1904,51878,52251,752,420,42,5,172,67,1048578,1,0,0,0,1,0,0,19.91,0.038,19.586,0.021,19.288,0.016,19.183,0.019,19.183,0.051,211893600584204288,,,,,,0.3069999999999986,quasar
001318.92+160755.9,3.328856,16.132209,1.5693,19.722,0.038,19.487,0.018,19.229,0.018,18.953,0.018,18.947,0.047,0.332,20.623,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.979,0.152,0,1,1,1,1048578,1,0,0,0,1,0,0,1904,51878,52251,752,404,42,6,172,55,1048578,1,0,0,0,1,0,0,19.686,0.032,19.484,0.017,19.229,0.014,18.976,0.022,18.944,0.043,211893600517095424,,,,,,0.2579999999999991,quasar
001328.21+135827.9,3.367542,13.974443,3.5755,25.626,0.69,20.268,0.029,19.105,0.018,18.942,0.025,18.694,0.041,0.28,20.664,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.829,0.214,0,1,1,1,1,0,1,0,0,0,0,0,1904,51878,52251,752,204,42,1,172,200,1,0,1,0,0,0,0,0,25.547,0.723,20.266,0.029,19.096,0.015,18.949,0.018,18.681,0.033,211893599678234624,,,,,,1.1630000000000003,non-quasar
001335.75+141424.1,3.398976,14.240033,1.5406,19.315,0.029,18.909,0.022,18.763,0.016,18.562,0.017,18.577,0.035,0.216,20.65,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.28,-0.009,0,1,1,1,2,1,0,0,0,0,0,0,2566,52170,52251,752,134,40,2,330,55,2,1,0,0,0,0,0,0,19.372,0.034,18.924,0.012,18.787,0.016,18.558,0.012,18.584,0.032,211893599384633344,,,,,,0.14599999999999724,quasar
001340.17+145730.8,3.417386,14.958556,0.8251,18.635,0.027,18.498,0.022,18.345,0.013,18.4,0.018,18.201,0.029,0.259,20.639,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,17.099,0.176,17.198,0.368,15.839,0.232,0.138,-24.963,0.061,0,1,1,1,1048578,1,0,0,0,1,0,0,1904,51878,52251,752,490,42,3,173,7,1048578,1,0,0,0,1,0,0,18.636,0.02,18.496,0.011,18.339,0.013,18.397,0.017,18.198,0.025,211893600877805568,,,,,,0.15300000000000225,quasar
001341.74+143531.3,3.423933,14.59203,1.9332,19.902,0.036,19.482,0.019,19.388,0.02,19.17,0.021,19.115,0.052,0.269,20.643,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.222,0.023,0,1,1,1,1048578,1,0,0,0,1,0,0,2566,52170,52251,752,194,40,3,331,8,1048578,1,0,0,0,1,0,0,19.935,0.036,19.479,0.02,19.394,0.019,19.194,0.027,19.11,0.054,211893599636291584,,,,,,0.09399999999999764,quasar
001344.93+150111.8,3.43722,15.01996,0.3897,19.203,0.027,18.832,0.014,18.686,0.018,18.602,0.016,18.045,0.027,0.252,20.638,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,16.749,0.133,15.711,0.112,14.71,0.095,0.423,-22.939,0.04,0,1,1,1,1048579,1,1,0,0,1,0,0,2566,52170,52251,752,491,40,4,331,29,2,1,0,0,0,0,0,0,19.225,0.024,18.845,0.013,18.698,0.021,18.629,0.018,18.034,0.025,211893600881999872,,,,,,0.1460000000000008,quasar
001349.42+140702.1,3.45592,14.117255,1.684,20.096,0.043,19.508,0.029,19.182,0.019,18.884,0.029,18.727,0.04,0.217,20.655,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.167,0.321,0,1,1,1,2,1,0,0,0,0,0,0,1904,51878,52251,752,131,42,1,173,163,2,1,0,0,0,0,0,0,20.15,0.043,19.5,0.019,19.175,0.019,18.86,0.021,18.713,0.037,211893599372050432,,,,,,0.3260000000000005,quasar
001356.50+153330.8,3.485419,15.558568,1.2615,19.071,0.024,18.989,0.018,18.62,0.014,18.572,0.019,18.603,0.033,0.401,20.631,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.872,0.046,0,1,1,1,1048578,1,0,0,0,1,0,0,2566,52170,52251,752,489,40,5,331,42,1048578,1,0,0,0,1,0,0,19.038,0.025,19.0,0.014,18.621,0.012,18.593,0.015,18.61,0.032,211893600873611264,,,,,,0.3689999999999998,quasar
001428.29+150232.0,3.617905,15.042247,2.1753,19.619,0.032,19.33,0.019,19.262,0.017,19.126,0.021,18.883,0.047,0.229,20.636,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.52,0.033,0,1,1,1,1048578,1,0,0,0,1,0,0,2566,52170,52251,752,511,40,4,332,82,1048578,1,0,0,0,1,0,0,19.609,0.031,19.338,0.02,19.275,0.016,19.147,0.014,18.896,0.046,211893600965885952,,,,,,0.06799999999999784,quasar
001436.33+153929.6,3.651376,15.658226,1.1868,19.273,0.026,19.065,0.016,18.722,0.016,18.623,0.015,18.544,0.03,0.326,20.63,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.645,0.1,0,1,1,1,0,0,0,0,0,0,0,0,1904,51878,52251,752,459,42,5,174,85,2,1,0,0,0,0,0,0,19.379,0.024,19.072,0.015,18.735,0.017,18.622,0.013,18.544,0.031,211893600747782144,,,,,,0.34299999999999997,quasar
001441.54+154400.4,3.673103,15.733461,0.3581,19.557,0.03,19.442,0.017,19.177,0.018,19.045,0.018,18.555,0.03,0.299,20.629,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.312,0.12,1,1,1,1,2,1,0,0,0,0,0,0,1904,51878,52251,752,460,42,5,174,105,2,1,0,0,0,0,0,0,19.576,0.027,19.429,0.017,19.188,0.019,19.052,0.017,18.559,0.031,211893600751976448,,,,,,0.26500000000000057,quasar
001459.53+160716.1,3.748078,16.121149,1.4786,19.57,0.039,19.37,0.017,19.117,0.016,18.868,0.02,18.949,0.043,0.379,20.624,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.943,0.116,0,1,1,1,1048578,1,0,0,0,1,0,0,1904,51878,52251,752,458,42,6,175,25,1048578,1,0,0,0,1,0,0,19.543,0.037,19.362,0.017,19.115,0.02,18.859,0.018,18.951,0.043,211893600743587840,,,,,,0.2530000000000001,quasar
001512.45+155248.3,3.801899,15.880087,3.2112,21.848,0.182,19.295,0.025,18.968,0.021,18.846,0.017,18.788,0.041,0.261,20.625,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.683,-0.009,0,1,1,1,3,1,1,0,0,0,0,0,2566,52170,52251,752,531,40,6,333,181,3,1,1,0,0,0,0,0,21.973,0.203,19.311,0.018,18.973,0.016,18.838,0.014,18.806,0.042,211893601049772032,,,,,,0.32700000000000173,quasar
001514.30+151403.8,3.809624,15.234399,0.8338,19.226,0.029,18.854,0.016,18.835,0.016,18.933,0.022,18.846,0.046,0.316,20.631,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.479,-0.135,0,1,1,1,1048578,1,0,0,0,1,0,0,1904,51878,52251,752,508,42,4,175,59,1048578,1,0,0,0,1,0,0,19.212,0.022,18.847,0.01,18.833,0.013,18.929,0.03,18.874,0.046,211893600953303040,,,,,,0.01899999999999835,quasar
001540.09+151453.1,3.917042,15.248106,1.3259,19.232,0.027,19.325,0.017,19.006,0.018,18.955,0.02,18.924,0.051,0.289,20.63,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.562,0.022,0,1,1,1,2,1,0,0,0,0,0,0,1904,51878,52251,752,551,42,4,176,87,2,1,0,0,0,0,0,0,19.218,0.022,19.309,0.014,19.016,0.017,18.963,0.015,18.945,0.049,211893601133658112,,,,,,0.31899999999999906,quasar
001643.06+150420.6,4.179453,15.072399,1.2572,19.702,0.034,19.359,0.02,19.106,0.015,19.039,0.022,18.982,0.053,0.266,20.627,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.342,-0.018,0,1,1,1,2,1,0,0,0,0,0,0,2566,52170,52251,752,599,40,4,335,51,2,1,0,0,0,0,0,0,19.684,0.032,19.339,0.012,19.145,0.014,19.074,0.014,19.009,0.052,211893601334984704,,,,,,0.2530000000000001,quasar
001710.85+135556.5,4.295238,13.932365,1.8082,17.951,0.016,17.997,0.022,17.899,0.012,17.655,0.017,17.606,0.019,0.254,20.652,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,16.879,0.155,16.32,0.1,15.77,0.1,0.293,-27.576,0.031,0,1,1,1,2,1,0,0,0,0,0,0,2566,52170,52251,752,44,40,1,336,69,3,1,1,0,0,0,0,0,18.0,0.016,17.988,0.008,17.902,0.011,17.624,0.012,17.594,0.015,211893599007145984,,,,,,0.09799999999999898,quasar
001725.36+141132.5,4.355708,14.192389,0.5136,17.064,0.015,16.87,0.019,16.982,0.012,16.865,0.015,16.87,0.017,0.245,20.637,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,16.051,0.079,15.185,0.072,14.366,0.059,0.179,-25.34,-0.161,0,1,1,1,2,1,0,0,0,0,0,0,2566,52170,52251,752,20,40,2,337,13,2,1,0,0,0,0,0,0,17.102,0.008,16.884,0.03,17.007,0.017,16.875,0.014,16.873,0.019,211893598906482688,,,,,,-0.11199999999999832,quasar
001747.92+141015.7,4.449674,14.171031,3.955,23.957,1.105,21.614,0.055,19.91,0.022,19.898,0.027,19.632,0.074,0.243,20.637,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.075,0.169,0,1,1,1,1,0,1,0,0,0,0,0,2566,52170,52251,752,5,40,2,337,218,1,0,1,0,0,0,0,0,23.994,1.04,21.589,0.059,19.94,0.025,19.898,0.026,19.659,0.076,211893598843568128,,,,,,1.7040000000000006,non-quasar
001807.04+153341.1,4.529352,15.561428,0.9852,19.203,0.026,19.029,0.023,18.757,0.016,18.812,0.022,18.619,0.033,0.229,20.619,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.969,0.022,0,1,1,1,1048578,1,0,0,0,1,0,0,2566,52170,52233,753,354,40,5,338,54,1048578,1,0,0,0,1,0,0,19.166,0.023,19.022,0.014,18.768,0.014,18.824,0.023,18.628,0.035,212174997974679552,,,,,,0.27199999999999847,quasar
001807.13+135259.1,4.529741,13.883091,0.5604,20.279,0.049,19.68,0.019,19.439,0.021,19.139,0.02,19.146,0.051,0.277,20.652,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.291,0.352,0,1,1,1,2,1,0,0,0,0,0,0,2566,52170,52251,752,7,40,1,338,152,2,1,0,0,0,0,0,0,20.268,0.048,19.685,0.02,19.439,0.014,19.134,0.018,19.147,0.049,211893598851956736,,,,,,0.24099999999999966,quasar
001813.89+142455.6,4.557881,14.415462,4.2316,23.755,0.804,21.23,0.042,19.425,0.024,19.298,0.019,19.175,0.048,0.225,20.63,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.812,-0.236,0,1,1,1,16385,0,1,0,0,0,1,0,1904,51878,52233,753,310,42,2,180,274,16385,0,1,0,0,0,1,0,23.752,0.801,21.229,0.039,19.436,0.02,19.322,0.021,19.179,0.049,212174997790130176,,,,,,1.8049999999999997,non-quasar
001836.44+141905.2,4.651863,14.318133,0.5428,19.432,0.041,19.053,0.022,19.099,0.019,18.844,0.016,18.888,0.042,0.23,20.63,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.49,0.051,0,1,1,1,2,1,0,0,0,0,0,0,2566,52170,52251,752,17,40,2,338,83,2,1,0,0,0,0,0,0,19.485,0.029,19.066,0.022,19.084,0.027,18.848,0.018,18.873,0.042,211893598893899776,,,,,,-0.045999999999999375,quasar
001838.67+144300.9,4.661137,14.716935,1.473,19.318,0.036,19.2,0.017,19.081,0.027,18.978,0.018,19.045,0.051,0.254,20.626,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.774,-0.128,0,1,1,1,1048578,1,0,0,0,1,0,0,2566,52170,52251,752,35,40,3,339,25,1048578,1,0,0,0,1,0,0,19.325,0.031,19.216,0.015,19.095,0.011,18.996,0.016,19.022,0.046,211893598969397248,,,,,,0.11899999999999977,quasar
001914.46+155555.9,4.810276,15.932205,2.2707,18.883,0.023,18.224,0.017,18.161,0.017,17.982,0.014,17.628,0.021,0.248,20.613,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,16.716,0.139,15.806,0.13,15.138,0.141,0.587,-27.769,0.125,0,1,1,1,3,1,1,0,0,0,0,0,2566,52170,52233,753,338,40,6,340,10,3,1,1,0,0,0,0,0,18.884,0.022,18.256,0.015,18.173,0.019,17.991,0.015,17.633,0.02,212174997907570688,,,,,,0.06299999999999883,quasar
001918.43+150611.3,4.826808,15.103159,4.1336,25.147,0.934,22.0,0.07,20.239,0.026,19.781,0.026,19.622,0.088,0.232,20.621,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.282,0.317,0,1,1,1,1,0,1,0,0,0,0,0,2566,52170,52233,753,391,40,4,340,222,1,0,1,0,0,0,0,0,25.164,0.919,22.008,0.069,20.236,0.022,19.8,0.023,19.651,0.089,212174998129868800,,,,,,1.7609999999999992,non-quasar
001926.49+155002.8,4.860395,15.834114,1.6629,19.236,0.024,19.139,0.018,19.124,0.015,18.895,0.017,18.87,0.036,0.256,20.614,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.142,-0.052,0,1,1,1,1048578,1,0,0,0,1,0,0,1904,51878,52233,753,331,42,5,182,64,1048578,1,0,0,0,1,0,0,19.248,0.027,19.146,0.017,19.132,0.014,18.902,0.016,18.868,0.04,212174997878210560,,,,,,0.015000000000000568,quasar
001954.96+153309.1,4.979002,15.552542,1.6724,19.458,0.028,19.238,0.023,19.135,0.015,18.863,0.018,18.86,0.043,0.289,20.616,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.201,0.054,0,1,1,1,1048578,1,0,0,0,1,0,0,2566,52170,52233,753,398,40,5,341,3,1048578,1,0,0,0,1,0,0,19.438,0.031,19.245,0.014,19.143,0.014,18.877,0.015,18.85,0.041,212174998159228928,,,,,,0.10299999999999798,quasar
002000.50+155110.0,5.002084,15.852781,1.751,19.635,0.035,19.447,0.019,19.413,0.019,19.199,0.02,19.141,0.055,0.28,20.613,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.968,-0.048,0,1,1,1,0,0,0,0,0,0,0,0,2566,52170,52233,753,374,40,6,341,38,2,1,0,0,0,0,0,0,19.803,0.037,19.434,0.017,19.42,0.016,19.166,0.019,19.139,0.059,212174998058565632,,,,,,0.03399999999999892,quasar
002025.22+154054.6,5.105089,15.68186,2.0091,17.847,0.018,17.66,0.013,17.445,0.013,17.184,0.01,17.001,0.013,0.275,20.614,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,16.169,0.078,15.637,0.118,14.734,0.097,0.174,-28.299,0.217,0,1,1,1,2,1,0,0,0,0,0,0,1904,51878,52233,753,387,42,5,183,125,3,1,1,0,0,0,0,0,17.932,0.013,17.669,0.018,17.442,0.013,17.179,0.011,16.983,0.019,212174998113091584,,9.0,,,,0.21499999999999986,quasar
002028.96+153435.8,5.120698,15.576632,1.7644,19.124,0.024,18.892,0.019,18.787,0.012,18.456,0.015,18.353,0.033,0.334,20.615,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.751,0.107,0,1,1,1,1048579,1,1,0,0,1,0,0,2566,52170,52233,753,430,40,5,342,5,1048579,1,1,0,0,1,0,0,19.108,0.023,18.891,0.014,18.794,0.014,18.468,0.014,18.361,0.027,212174998293446656,,,,,,0.10500000000000043,quasar
002042.83+143902.0,5.17849,14.650577,1.3651,17.902,0.018,17.787,0.016,17.672,0.013,17.648,0.02,17.736,0.023,0.309,20.624,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,16.796,0.158,16.165,0.181,15.365,0.1,0.017,-26.946,-0.214,0,1,1,1,2,1,0,0,0,0,0,0,2566,52170,52233,753,228,40,3,342,66,2,1,0,0,0,0,0,0,17.917,0.017,17.81,0.009,17.669,0.01,17.68,0.011,17.73,0.033,212174997446197248,,,,,,0.11499999999999844,quasar
002043.58+141249.4,5.181619,14.213744,0.5878,18.51,0.02,18.145,0.015,18.266,0.017,18.189,0.017,18.292,0.028,0.29,20.631,-1.0,0.0,0.0,0,0,-9.0,0.0,0.0,16.824,0.152,16.201,0.184,15.931,0.264,0.213,-24.362,-0.193,0,1,1,1,1048578,1,0,0,0,1,0,0,2566,52170,52233,753,253,40,2,342,53,1048578,1,0,0,0,1,0,0,18.496,0.019,18.153,0.012,18.287,0.024,18.22,0.022,18.32,0.028,212174997551054848,,,,,,-0.12099999999999866,quasar
